Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
18.1,Male,29740.5,No,4.0,66.1,2,11.4,Yes,No,5.5,2.05,1.84,1.84,Year 1,Science,Master,0
24.6,Female,29740.5,Yes,4.0,64.6,2,31.7,No,No,5.5,2.8,3.07,3.07,Year 1,Business,High School,0
25.4,Male,29740.5,Yes,4.0,59.6,0,13.5,Yes,No,5.5,2.92,2.49,2.48,Year 3,Engineering,Master,0
17.1,Male,29740.5,Yes,4.0,59.2,2,26.8,No,Yes,5.5,3.22,3.78,3.78,Year 1,Arts,Bachelor,0
18.8,Female,29740.5,Yes,4.0,72.6,2,32.1,No,No,5.5,3.59,3.23,3.25,Year 4,CS,Master,0
22.2,Male,29740.5,Yes,4.0,63.1,2,41.6,No,No,5.5,2.08,1.83,1.85,Year 3,Science,Bachelor,0
18.9,Female,29740.5,Yes,4.0,66.7,1,38.9,No,No,5.5,1.2,1.02,1.02,Year 1,Engineering,High School,1
22.0,Male,29740.5,Yes,4.0,65.1,0,21.9,No,No,5.5,4.0,4.0,4.0,Year 1,Business,High School,0
24.3,Male,29740.5,Yes,4.0,75.7,1,41.9,Yes,Yes,5.5,4.0,4.0,4.0,Year 4,Business,High School,0
20.5,Male,29740.5,Yes,4.0,71.6,3,30.5,Yes,Yes,5.5,2.66,2.72,2.58,Year 4,Engineering,High School,0
23.9,Female,29740.5,Yes,4.0,52.900000000000006,0,16.7,No,No,5.5,0.0,0.0,0.02,Year 3,Business,Bachelor,1
22.0,Male,29740.5,Yes,4.0,65.2,3,30.6,Yes,Yes,5.5,3.78,3.77,3.77,Year 1,Business,High School,0
20.9,Female,29740.5,Yes,4.0,71.2,3,13.4,No,No,5.5,0.98,1.38,1.33,Year 4,Arts,Bachelor,0
22.2,Male,29740.5,Yes,4.0,38.2,3,5.0,No,No,5.5,0.0,0.05,0.08,Year 3,Science,Bachelor,1
23.3,Male,29740.5,Yes,4.0,70.6,1,31.9,No,No,5.5,2.16,3.04,3.04,Year 4,CS,High School,0
19.0,Female,29740.5,Yes,4.0,66.6,0,32.6,No,No,5.5,2.46,2.19,2.14,Year 3,Business,High School,0
21.4,Male,29740.5,Yes,4.0,63.0,3,17.9,Yes,No,5.5,1.82,1.72,1.66,Year 2,Engineering,High School,1
18.1,Male,29740.5,Yes,4.0,61.3,1,5.0,No,No,5.5,2.35,2.25,2.27,Year 4,Science,PhD,0
22.4,Male,29740.5,Yes,4.0,79.3,2,23.2,Yes,No,5.5,3.03,3.14,3.15,Year 4,CS,Bachelor,0
20.7,Female,29740.5,Yes,4.0,73.3,2,30.7,Yes,No,5.5,1.35,1.44,1.53,Year 4,Engineering,Bachelor,1
21.7,Female,29740.5,Yes,4.0,59.5,4,41.0,No,Yes,5.5,1.26,0.99,1.03,Year 2,Business,High School,1
20.2,Male,29740.5,Yes,4.0,65.6,0,21.5,No,Yes,5.5,3.7,3.95,3.95,Year 3,Engineering,Master,0
18.9,Female,29740.5,Yes,4.0,74.0,0,20.8,Yes,No,5.5,4.0,4.0,3.96,Year 4,Business,Bachelor,0
21.5,Female,29740.5,Yes,4.0,69.9,1,39.2,No,Yes,5.5,3.7,3.67,3.6,Year 3,Science,Bachelor,0
21.1,Female,29740.5,Yes,4.0,78.2,2,31.1,No,No,5.5,1.17,0.78,0.84,Year 4,Engineering,High School,0
20.3,Male,29740.5,Yes,4.0,41.4,3,17.8,No,No,5.5,1.52,1.83,1.78,Year 2,CS,Master,0
22.1,Female,29740.5,Yes,4.0,58.7,1,42.9,No,Yes,5.5,0.52,0.64,0.64,Year 2,Arts,High School,0
21.5,Male,29740.5,Yes,4.0,65.1,1,19.6,No,No,5.5,1.74,2.44,2.54,Year 3,Business,PhD,0
22.7,Female,29740.5,Yes,4.0,71.7,1,34.9,No,Yes,5.5,3.3,2.76,2.74,Year 2,Engineering,Bachelor,0
19.5,Female,29740.5,Yes,4.0,70.1,0,32.5,No,No,5.5,2.15,1.54,1.5,Year 3,Science,Master,1
19.0,Female,29740.5,Yes,4.0,80.1,4,23.1,No,No,5.5,2.04,1.62,1.54,Year 4,Science,Bachelor,0
21.9,Male,29740.5,Yes,4.0,67.4,1,17.3,No,No,5.5,0.78,1.01,1.06,Year 2,Engineering,High School,1
21.1,Female,29740.5,Yes,4.0,63.8,2,36.8,Yes,No,5.5,3.03,2.32,2.27,Year 2,Engineering,Master,0
17.2,Male,29740.5,Yes,4.0,49.0,0,48.6,No,Yes,5.5,2.18,1.95,2.01,Year 3,Science,High School,0
18.2,Male,29740.5,Yes,4.0,74.2,3,24.7,Yes,No,5.5,3.73,3.68,3.68,Year 1,Business,Bachelor,0
20.4,Female,29740.5,Yes,4.0,63.7,4,44.9,No,No,5.5,3.51,3.51,3.41,Year 2,Business,Master,0
22.3,Female,29740.5,Yes,4.0,65.0,2,47.7,No,No,5.5,2.34,2.53,2.53,Year 1,Science,Bachelor,0
23.7,Female,29740.5,Yes,4.0,81.9,2,26.4,No,No,5.5,3.91,4.0,4.0,Year 4,Science,Bachelor,0
22.0,Female,29740.5,No,4.0,58.3,2,26.3,No,No,5.5,1.74,2.03,1.96,Year 3,Engineering,High School,0
23.3,Female,29740.5,Yes,4.0,75.7,2,37.5,Yes,No,5.5,0.31,0.45,0.45,Year 4,Arts,High School,1
22.1,Female,29740.5,Yes,4.0,76.0,2,23.8,No,Yes,5.5,2.8,2.79,2.74,Year 3,Science,Bachelor,0
23.4,Male,29740.5,Yes,4.0,65.5,1,42.8,Yes,No,5.5,1.58,1.72,1.72,Year 1,Science,High School,0
23.0,Male,29740.5,Yes,4.0,69.4,0,12.2,No,No,5.5,2.12,2.04,2.03,Year 2,Science,Master,0
17.7,Female,29740.5,Yes,4.0,79.4,2,40.6,No,No,5.5,2.12,2.53,2.53,Year 1,Business,High School,0
17.8,Male,29740.5,No,4.0,64.6,2,5.0,Yes,Yes,5.5,2.19,1.7,1.65,Year 3,CS,High School,0
19.2,Male,29740.5,Yes,4.0,63.7,2,36.6,No,No,5.5,2.56,1.84,1.84,Year 1,Arts,Bachelor,0
20.9,Female,29740.5,No,4.0,61.900000000000006,5,34.4,Yes,Yes,5.5,1.48,2.07,2.16,Year 3,CS,Master,1
18.7,Female,29740.5,Yes,4.0,61.0,3,36.2,No,Yes,5.5,3.06,2.97,3.02,Year 3,CS,Bachelor,1
19.1,Female,29740.5,No,4.0,64.0,1,34.9,No,No,5.5,2.78,3.04,3.01,Year 3,Business,Master,1
24.5,Female,29740.5,Yes,4.0,60.6,3,28.4,No,No,5.5,2.7,2.58,2.62,Year 3,Engineering,Bachelor,0
23.6,Female,29740.5,Yes,4.0,58.400000000000006,1,40.4,Yes,Yes,5.5,3.43,3.74,3.69,Year 2,Engineering,Bachelor,0
20.3,Female,29740.5,Yes,4.0,76.9,3,37.0,No,Yes,5.5,2.63,2.8,2.84,Year 4,CS,High School,0
24.7,Male,29740.5,Yes,4.0,58.0,4,18.2,Yes,Yes,5.5,3.63,3.95,3.95,Year 1,Engineering,Bachelor,0
23.5,Male,29740.5,Yes,4.0,69.3,3,25.6,No,Yes,5.5,2.11,1.86,1.92,Year 4,CS,Bachelor,0
21.9,Female,29740.5,Yes,4.0,68.2,0,26.2,Yes,No,5.5,1.68,1.68,1.68,Year 1,Science,Bachelor,0
20.2,Female,29740.5,Yes,4.0,68.0,1,45.9,No,No,5.5,1.09,0.57,0.52,Year 2,Engineering,Master,1
19.9,Male,29740.5,Yes,4.0,75.1,0,27.5,Yes,No,5.5,3.47,3.37,3.37,Year 4,Business,Bachelor,0
19.1,Male,29740.5,Yes,4.0,69.7,0,16.0,No,No,5.5,3.12,2.83,2.85,Year 3,Arts,High School,0
18.8,Male,29740.5,Yes,4.0,57.6,4,32.2,Yes,Yes,5.5,2.43,2.41,2.33,Year 3,Engineering,Bachelor,0
22.7,Female,29740.5,Yes,4.0,70.1,1,30.6,No,No,5.5,2.6,2.7,2.69,Year 2,Science,High School,0
25.4,Female,29740.5,Yes,4.0,43.8,1,16.2,No,Yes,5.5,0.5,0.3,0.31,Year 2,Business,High School,1
21.0,Male,29740.5,Yes,4.0,71.3,2,21.2,No,No,5.5,3.44,3.77,3.72,Year 4,Science,High School,1
22.5,Male,29740.5,Yes,4.0,58.3,2,35.3,Yes,Yes,5.5,1.31,1.33,1.32,Year 4,Business,Bachelor,0
21.0,Female,29740.5,Yes,4.0,83.6,0,23.9,Yes,Yes,5.5,3.09,3.71,3.71,Year 1,Science,High School,0
17.7,Male,29740.5,Yes,4.0,65.2,2,18.3,No,No,5.5,2.74,3.06,3.08,Year 3,Engineering,Bachelor,0
22.0,Male,29740.5,Yes,4.0,77.4,1,38.1,Yes,No,5.5,2.96,3.19,3.2,Year 2,Science,High School,1
18.5,Male,29740.5,Yes,4.0,62.900000000000006,0,47.0,No,Yes,5.5,2.98,3.21,3.24,Year 4,Science,Master,0
19.1,Female,29740.5,Yes,4.0,71.5,3,21.4,Yes,No,5.5,2.82,2.61,2.69,Year 3,Science,Bachelor,0
21.9,Male,29740.5,Yes,4.0,60.2,2,19.8,Yes,No,5.5,4.0,4.0,3.91,Year 4,Engineering,Master,0
17.0,Female,29740.5,Yes,4.0,68.0,0,33.4,No,Yes,5.5,0.69,0.67,0.63,Year 2,CS,High School,1
19.5,Female,29740.5,Yes,4.0,73.9,3,32.9,Yes,No,5.5,3.76,3.95,3.99,Year 2,Engineering,High School,0
17.0,Female,29740.5,Yes,4.0,66.4,2,45.3,No,No,5.5,0.6,0.38,0.38,Year 1,Engineering,High School,1
19.4,Female,29740.5,Yes,4.0,73.7,2,5.0,No,Yes,5.5,3.22,2.76,2.8,Year 4,Business,High School,0
19.7,Female,29740.5,Yes,4.0,77.5,3,47.4,No,No,5.5,3.17,3.44,3.44,Year 1,Engineering,PhD,0
25.1,Female,29740.5,Yes,4.0,45.9,1,33.9,No,Yes,5.5,1.78,1.51,1.47,Year 2,Arts,High School,0
20.4,Male,29740.5,Yes,4.0,53.7,1,26.3,No,No,5.5,1.02,0.66,0.76,Year 4,Science,High School,0
23.1,Female,29740.5,Yes,4.0,59.7,1,5.0,No,No,5.5,2.14,2.64,2.68,Year 3,Arts,Master,0
19.9,Female,29740.5,Yes,4.0,65.8,3,49.9,No,Yes,5.5,2.81,3.29,3.27,Year 3,CS,High School,1
20.6,Male,29740.5,Yes,4.0,69.2,1,32.3,No,Yes,5.5,1.08,1.11,1.18,Year 3,Arts,Bachelor,0
20.1,Male,29740.5,No,4.0,55.8,0,29.0,No,No,5.5,2.33,2.37,2.37,Year 1,Science,High School,0
19.5,Male,29740.5,Yes,4.0,75.1,2,26.9,No,No,5.5,4.0,3.73,3.72,Year 4,Engineering,High School,0
21.9,Female,29740.5,Yes,4.0,57.3,1,21.7,Yes,No,5.5,1.31,1.08,1.08,Year 4,Science,Bachelor,1
20.6,Male,29740.5,Yes,4.0,67.5,2,32.8,Yes,No,5.5,2.77,2.75,2.75,Year 1,Science,Bachelor,0
22.1,Female,29740.5,Yes,4.0,58.7,1,27.8,No,No,5.5,1.1,1.23,1.13,Year 2,Business,High School,1
22.1,Female,29740.5,No,4.0,63.7,1,12.6,Yes,Yes,5.5,1.95,1.96,1.97,Year 2,Science,Bachelor,1
21.6,Male,29740.5,Yes,4.0,62.6,1,47.8,No,Yes,5.5,2.5,2.75,2.66,Year 2,CS,High School,0
20.4,Female,29740.5,Yes,4.0,71.9,2,30.6,No,Yes,5.5,3.0,2.85,2.85,Year 1,Arts,Bachelor,0
21.7,Male,29740.5,Yes,4.0,77.6,0,47.6,Yes,Yes,5.5,2.84,1.81,1.79,Year 3,Engineering,High School,0
21.8,Female,29740.5,Yes,4.0,66.3,2,28.4,No,No,5.5,1.78,1.7,1.67,Year 3,Engineering,Bachelor,1
21.7,Female,29740.5,Yes,4.0,74.5,0,28.4,Yes,No,5.5,1.52,1.5,1.5,Year 4,CS,Bachelor,0
21.6,Female,29740.5,Yes,4.0,62.3,1,35.5,Yes,No,5.5,2.32,2.18,2.16,Year 3,CS,Master,0
19.4,Male,29740.5,Yes,4.0,57.8,3,9.9,Yes,Yes,5.5,2.33,2.14,2.12,Year 4,Engineering,Bachelor,0
20.1,Female,29740.5,Yes,4.0,71.1,0,21.6,No,Yes,5.5,2.39,2.34,2.35,Year 4,Engineering,Bachelor,0
22.7,Female,29740.5,Yes,4.0,56.8,0,22.8,Yes,Yes,5.5,0.5,0.0,0.0,Year 1,Engineering,Master,0
19.3,Male,29740.5,Yes,4.0,73.3,0,27.9,No,No,5.5,4.0,4.0,4.0,Year 1,Engineering,Bachelor,0
21.3,Female,29740.5,Yes,4.0,69.1,3,42.5,No,No,5.5,3.26,3.27,3.28,Year 4,Engineering,PhD,0
18.7,Male,29740.5,Yes,4.0,67.9,1,45.3,Yes,Yes,5.5,1.64,1.69,1.65,Year 3,Arts,Bachelor,0
17.4,Female,29740.5,Yes,4.0,63.1,3,29.2,No,No,5.5,4.0,4.0,4.0,Year 4,CS,Master,0
22.0,Male,29740.5,Yes,4.0,66.0,0,27.3,No,No,5.5,2.95,2.86,2.89,Year 2,Engineering,Bachelor,0
18.4,Male,29740.5,Yes,4.0,54.400000000000006,1,35.9,Yes,No,5.5,4.0,4.0,4.0,Year 3,Engineering,Master,0
20.0,Female,29740.5,No,4.0,73.1,1,31.9,Yes,Yes,5.5,2.63,2.11,2.22,Year 3,Science,Bachelor,0
23.1,Male,29740.5,Yes,4.0,78.5,4,42.4,No,No,5.5,4.0,3.9,3.85,Year 2,CS,Bachelor,0
18.6,Female,29740.5,Yes,4.0,79.9,2,28.9,No,No,5.5,2.27,2.54,2.55,Year 2,Arts,PhD,0
22.8,Female,29740.5,Yes,4.0,69.5,5,44.5,No,Yes,5.5,0.76,0.51,0.48,Year 4,Business,Master,1
22.8,Female,29740.5,Yes,4.0,67.1,2,23.6,Yes,No,5.5,3.35,3.15,3.24,Year 3,Science,High School,0
20.7,Female,29740.5,Yes,4.0,75.1,1,14.4,No,No,5.5,0.32,0.0,0.0,Year 1,Engineering,High School,1
22.5,Male,29740.5,Yes,4.0,91.2,1,36.8,No,Yes,5.5,1.66,1.92,1.99,Year 2,Science,Bachelor,0
22.6,Male,29740.5,Yes,4.0,79.4,1,26.1,Yes,Yes,5.5,3.93,4.0,4.0,Year 1,Business,Bachelor,0
18.5,Female,29740.5,Yes,4.0,85.4,3,34.1,No,Yes,5.5,1.32,1.08,1.13,Year 4,CS,Bachelor,1
18.8,Male,29740.5,No,4.0,89.9,3,20.8,Yes,No,5.5,0.74,1.86,1.94,Year 4,Business,Master,1
25.1,Male,29740.5,Yes,4.0,77.9,3,10.9,No,Yes,5.5,2.56,2.4,2.48,Year 3,Science,Bachelor,1
18.1,Female,29740.5,Yes,4.0,86.6,1,43.7,No,No,5.5,1.89,1.99,2.03,Year 2,Engineering,Master,1
19.5,Female,29740.5,No,4.0,83.0,0,38.3,No,No,5.5,1.09,0.7,0.7,Year 2,Arts,Bachelor,1
20.4,Female,29740.5,No,4.0,72.7,3,28.5,No,No,5.5,2.78,3.03,3.03,Year 1,CS,High School,0
18.8,Female,29740.5,Yes,4.0,71.1,2,24.5,No,No,5.5,2.5,2.59,2.45,Year 2,Engineering,Bachelor,0
19.3,Male,29740.5,Yes,4.0,76.7,1,28.0,No,No,5.5,1.54,2.01,2.01,Year 1,Business,Master,0
22.0,Male,29740.5,Yes,4.0,92.9,3,33.7,No,No,5.5,1.69,1.94,1.8,Year 2,Engineering,Bachelor,1
20.7,Male,29740.5,Yes,4.0,78.7,3,29.3,No,No,5.5,4.0,4.0,4.0,Year 4,Science,PhD,0
25.1,Male,29740.5,Yes,4.0,97.9,4,37.2,Yes,Yes,5.5,3.55,3.36,3.36,Year 1,Engineering,Master,1
20.5,Male,29740.5,Yes,4.0,92.4,1,34.8,No,No,5.5,0.2,0.23,0.17,Year 2,Business,Master,0
18.5,Male,29740.5,Yes,4.0,80.4,4,23.3,Yes,Yes,5.5,3.02,3.19,3.19,Year 1,CS,Master,0
17.0,Female,29740.5,Yes,4.0,82.7,1,34.1,No,Yes,5.5,0.83,0.54,0.57,Year 4,Engineering,High School,1
17.0,Male,29740.5,Yes,4.0,93.1,1,30.4,No,No,5.5,4.0,3.9,3.82,Year 3,Engineering,Bachelor,0
19.5,Male,29740.5,Yes,4.0,78.7,2,28.9,No,No,5.5,2.78,2.8,2.8,Year 2,CS,Master,0
22.2,Female,29740.5,Yes,4.0,83.9,3,26.3,Yes,No,5.5,2.18,2.36,2.36,Year 1,Science,Master,0
25.3,Male,29740.5,Yes,4.0,77.7,0,13.7,No,Yes,5.5,2.84,3.09,3.16,Year 3,CS,Master,0
22.5,Male,29740.5,Yes,4.0,71.6,3,12.6,No,Yes,5.5,2.42,1.95,2.04,Year 2,CS,Master,0
22.1,Male,29740.5,No,4.0,89.9,2,33.1,No,Yes,5.5,1.61,0.95,0.95,Year 1,CS,Bachelor,0
21.0,Female,29740.5,No,4.0,72.6,4,5.8,No,Yes,5.5,1.59,1.52,1.46,Year 3,Engineering,Bachelor,0
22.5,Female,29740.5,Yes,4.0,77.4,2,39.7,No,No,5.5,2.38,2.07,2.03,Year 4,Science,Bachelor,0
17.6,Male,29740.5,Yes,4.0,65.8,2,42.0,Yes,No,5.5,3.41,3.32,3.34,Year 3,Engineering,Bachelor,1
18.9,Female,29740.5,Yes,4.0,88.7,0,27.0,Yes,Yes,5.5,3.5,4.0,3.97,Year 4,Engineering,High School,0
22.1,Male,29740.5,No,4.0,80.0,2,35.4,No,No,5.5,1.98,1.63,1.63,Year 1,CS,Master,0
19.1,Female,29740.5,Yes,4.0,83.1,0,35.2,No,Yes,5.5,3.66,3.88,3.88,Year 1,Science,Master,0
19.4,Female,29740.5,Yes,4.0,95.6,0,30.3,Yes,No,5.5,3.98,4.0,3.95,Year 2,Science,Bachelor,0
19.7,Female,29740.5,Yes,4.0,84.6,3,35.7,No,Yes,5.5,3.19,3.36,3.26,Year 3,CS,Bachelor,0
21.9,Female,29740.5,Yes,4.0,76.0,1,39.3,Yes,Yes,5.5,0.0,0.0,0.0,Year 2,CS,Bachelor,0
19.7,Male,29740.5,Yes,4.0,85.6,1,32.1,Yes,No,5.5,2.28,1.83,1.86,Year 4,Science,Bachelor,1
22.3,Female,29740.5,No,4.0,78.4,0,23.6,No,No,5.5,1.87,2.53,2.55,Year 3,Science,High School,1
22.0,Male,29740.5,Yes,4.0,93.1,1,49.0,Yes,Yes,5.5,1.66,2.3,2.35,Year 2,Engineering,High School,0
23.8,Male,29740.5,Yes,4.0,92.4,7,23.6,No,No,5.5,0.8,0.47,0.43,Year 2,Science,Bachelor,1
22.7,Male,29740.5,Yes,4.0,77.2,2,35.3,Yes,No,5.5,3.05,2.69,2.78,Year 4,Business,High School,0
21.9,Male,29740.5,Yes,4.0,86.5,1,27.5,No,No,5.5,3.73,3.43,3.43,Year 1,CS,Bachelor,0
20.6,Male,29740.5,Yes,4.0,82.7,2,36.0,Yes,No,5.5,2.57,2.03,2.03,Year 1,Science,Master,0
19.9,Female,29740.5,Yes,4.0,83.6,1,51.6,Yes,No,5.5,2.26,2.53,2.6,Year 4,Science,Bachelor,0
23.0,Male,29740.5,Yes,4.0,85.4,3,9.0,No,No,5.5,0.58,0.58,0.58,Year 1,Engineering,High School,1
20.0,Male,29740.5,Yes,4.0,80.4,2,45.4,Yes,No,5.5,1.74,1.54,1.59,Year 2,Engineering,High School,1
19.5,Male,29740.5,Yes,4.0,81.5,4,29.0,No,No,5.5,0.0,0.0,0.03,Year 3,Engineering,Master,1
20.1,Male,29740.5,No,4.0,71.5,1,36.5,Yes,No,5.5,4.0,4.0,3.9,Year 3,Science,Master,0
21.2,Female,29740.5,Yes,4.0,64.5,6,20.3,No,No,5.5,2.04,2.13,2.05,Year 4,Science,Bachelor,1
19.7,Male,29740.5,Yes,4.0,90.1,2,12.9,Yes,No,5.5,4.0,4.0,3.96,Year 3,CS,Bachelor,0
21.3,Female,29740.5,Yes,4.0,77.9,0,34.5,No,No,5.5,2.57,2.35,2.37,Year 2,Business,Bachelor,0
23.2,Female,29740.5,Yes,4.0,91.1,0,35.6,Yes,No,5.5,3.9,3.91,3.86,Year 2,Business,High School,0
19.1,Male,29740.5,Yes,4.0,93.6,3,44.5,Yes,No,5.5,2.38,2.53,2.53,Year 2,CS,Master,0
20.2,Female,29740.5,Yes,4.0,77.4,3,39.4,No,Yes,5.5,3.59,4.0,3.96,Year 3,Business,High School,0
22.7,Female,29740.5,No,4.0,73.3,2,20.9,No,Yes,5.5,1.86,1.74,1.74,Year 1,Science,High School,0
22.3,Male,29740.5,Yes,4.0,87.0,0,25.8,Yes,No,5.5,0.87,1.13,1.08,Year 4,Arts,High School,1
19.9,Female,29740.5,Yes,4.0,67.4,0,30.1,No,No,5.5,1.68,1.79,1.78,Year 4,Science,Bachelor,1
18.6,Male,29740.5,Yes,4.0,83.3,2,26.9,No,No,5.5,1.7,2.03,2.04,Year 2,Arts,High School,0
20.4,Female,29740.5,Yes,4.0,90.6,4,25.5,Yes,No,5.5,0.83,1.01,1.01,Year 4,Business,High School,1
